month,Mend_NSS_Mt,Mend_SSS_Mt,Mend_GSR_Mt,Mend_ACR_Mt,Mend_GASB_Mt,Mend_NWGoM_Mt,num_conglomerados,corriente_xcalak_nudos,corriente_mahahual_nudos,corriente_tulum_nudos,corriente_playa_carmen_nudos,corriente_puerto_morelos_nudos,corriente_cancun_nudos,SEMAR_CM_Mt,SEMAR_CC_Mt,SEMAR_CO_Mt,SEMAR_ACO_Mt,semaforo_mensual,conglomerado_cozumel,viento_norte_nudos,viento_sur_nudos,corriente_xcalak_dir,corriente_mahahual_dir,corriente_tulum_dir,corriente_playa_carmen_dir,corriente_puerto_morelos_dir,corriente_cancun_dir,viento_norte_dir,viento_sur_dir,aligned_CM,aligned_ACO,aligned_CO,fuente
2015-03,0.000123416353967939,0.00102757264504687,0.0014575602442201,0.00760918972576095,2.83105577516177,0.000250390152059623,,,,,,,,,,,,,,,,,,,,,,,,0.000250390152059623,2.83105577516177,0.00760918972576095,mendeley
2015-04,0.00015707000843485,0.000344081210274361,0.00565535973071474,0.00677881225309601,3.01359006590969,0.000205223395732425,,,,,,,,,,,,,,,,,,,,,,,,0.000205223395732425,3.01359006590969,0.00677881225309601,mendeley
2015-05,0.0002076090885976,0.000204798960429819,0.00129507217169488,0.120432234078749,4.96908762124866,0.000492953330014288,,,,,,,,,,,,,,,,,,,,,,,,0.000492953330014288,4.96908762124866,0.120432234078749,mendeley
2015-06,0.000390640906035316,0.00229096864667141,0.00526349683736709,0.178557511106969,6.07758131256634,0.00175142699674331,,,,,,,,,,,,,,,,,,,,,,,,0.00175142699674331,6.07758131256634,0.178557511106969,mendeley
2015-07,0.000395706671258211,0.0102782189688994,0.0147588273464852,0.267632044814916,7.79090315595276,0.00428291343743564,,,,,,,,,,,,,,,,,,,,,,,,0.00428291343743564,7.79090315595276,0.267632044814916,mendeley
2015-08,0.000223619345804991,0.0364217197613155,0.0345786878893817,0.354095478362376,6.18457119514209,0.00968913348042283,,,,,,,,,,,,,,,,,,,,,,,,0.00968913348042283,6.18457119514209,0.354095478362376,mendeley
2015-09,0.00011386898866666,0.043688515039681,0.00381596256752338,0.352586275158093,4.06827451449604,0.00491193745817492,,,,,,,,,,,,,,,,,,,,,,,,0.00491193745817492,4.06827451449604,0.352586275158093,mendeley
2015-10,0.000138394067295539,0.00493460915136461,0.000766011450959347,0.0492521793757252,1.94962515323213,0.00905753938837523,,,,,,,,,,,,,,,,,,,,,,,,0.00905753938837523,1.94962515323213,0.0492521793757252,mendeley
2015-11,0.000450137836072052,0.00281736352079997,0.00164504310292512,0.0174668988575761,0.911214126652687,0.0140884228568986,,,,,,,,,,,,,,,,,,,,,,,,0.0140884228568986,0.911214126652687,0.0174668988575761,mendeley
2015-12,0.000231278558549906,0.00100637867916786,0.000409108746596587,0.0064426522191535,0.673093540720671,0.00041271010946808,,,,,,,,,,,,,,,,,,,,,,,,0.00041271010946808,0.673093540720671,0.0064426522191535,mendeley
2016-01,4.1871386564992e-05,0.000286206125916031,6.77669686647278e-05,0.0016557494801516,0.658587849019289,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.658587849019289,0.0016557494801516,mendeley
2016-02,0.000620239378279265,0.000119750468193658,6.81958613663483e-05,0.00119544224538105,0.105873931291149,0.000207152049749546,,,,,,,,,,,,,,,,,,,,,,,,0.000207152049749546,0.105873931291149,0.00119544224538105,mendeley
